Proposal,ID,Stakes,Wealth,Model,Proportion,Temperature,Month
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
10000,9,20000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
1,10,200000,0,Moonshot-Kimi,5e-06,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
100000,10,200000,0,Moonshot-Kimi,0.5,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
1,1,20,493,Gemini-1.5-Pro,0.05,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
1,2,200,493,Gemini-1.5-Pro,0.005,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
1,2,200,493,Gemini-1.5-Pro,0.005,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
1,2,200,493,Gemini-1.5-Pro,0.005,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
1,2,200,493,Gemini-1.5-Pro,0.005,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
1,2,200,493,Gemini-1.5-Pro,0.005,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
20,2,200,493,Gemini-1.5-Pro,0.1,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
30,2,200,493,Gemini-1.5-Pro,0.15,1,March
