Proposal,ID,Stakes,Wealth,Model,Proportion,Temperature,Month,Framing,Human_Emphasis
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
50,2,200,493,Deepseek-Reasoner,0.25,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
20,2,200,493,Deepseek-Reasoner,0.1,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
20,2,200,493,Deepseek-Reasoner,0.1,1,February,2,1
50,2,200,493,Deepseek-Reasoner,0.25,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
20,2,200,493,Deepseek-Reasoner,0.1,1,February,2,1
50,2,200,493,Deepseek-Reasoner,0.25,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
20,2,200,493,Deepseek-Reasoner,0.1,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
10,2,200,493,Deepseek-Reasoner,0.05,1,February,2,1
10,2,200,493,Deepseek-Reasoner,0.05,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
20,2,200,493,Deepseek-Reasoner,0.1,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
50,2,200,493,Deepseek-Reasoner,0.25,1,February,2,1
20,2,200,493,Deepseek-Reasoner,0.1,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
20,2,200,493,Deepseek-Reasoner,0.1,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
10,2,200,493,Deepseek-Reasoner,0.05,1,February,2,1
50,2,200,493,Deepseek-Reasoner,0.25,1,February,2,1
20,2,200,493,Deepseek-Reasoner,0.1,1,February,2,1
50,2,200,493,Deepseek-Reasoner,0.25,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
20,2,200,493,Deepseek-Reasoner,0.1,1,February,2,1
50,2,200,493,Deepseek-Reasoner,0.25,1,February,2,1
50,2,200,493,Deepseek-Reasoner,0.25,1,February,2,1
1,2,200,493,Deepseek-Reasoner,0.005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
100,3,2000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1000,3,2000,493,Deepseek-Reasoner,0.5,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
300,3,2000,493,Deepseek-Reasoner,0.15,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
100,3,2000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
100,3,2000,493,Deepseek-Reasoner,0.05,1,February,2,1
400,3,2000,493,Deepseek-Reasoner,0.2,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
200,3,2000,493,Deepseek-Reasoner,0.1,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
300,3,2000,493,Deepseek-Reasoner,0.15,1,February,2,1
100,3,2000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
100,3,2000,493,Deepseek-Reasoner,0.05,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1000,3,2000,493,Deepseek-Reasoner,0.5,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
100,3,2000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
100,3,2000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
200,3,2000,493,Deepseek-Reasoner,0.1,1,February,2,1
200,3,2000,493,Deepseek-Reasoner,0.1,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
200,3,2000,493,Deepseek-Reasoner,0.1,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1000,3,2000,493,Deepseek-Reasoner,0.5,1,February,2,1
300,3,2000,493,Deepseek-Reasoner,0.15,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
200,3,2000,493,Deepseek-Reasoner,0.1,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1000,3,2000,493,Deepseek-Reasoner,0.5,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
100,3,2000,493,Deepseek-Reasoner,0.05,1,February,2,1
100,3,2000,493,Deepseek-Reasoner,0.05,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1000,3,2000,493,Deepseek-Reasoner,0.5,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
600,3,2000,493,Deepseek-Reasoner,0.3,1,February,2,1
1000,3,2000,493,Deepseek-Reasoner,0.5,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
200,3,2000,493,Deepseek-Reasoner,0.1,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1000,3,2000,493,Deepseek-Reasoner,0.5,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
500,3,2000,493,Deepseek-Reasoner,0.25,1,February,2,1
100,3,2000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1,3,2000,493,Deepseek-Reasoner,0.0005,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
8000,4,20000,493,Deepseek-Reasoner,0.4,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
2000,4,20000,493,Deepseek-Reasoner,0.1,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
4000,4,20000,493,Deepseek-Reasoner,0.2,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
2000,4,20000,493,Deepseek-Reasoner,0.1,1,February,2,1
2000,4,20000,493,Deepseek-Reasoner,0.1,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
2000,4,20000,493,Deepseek-Reasoner,0.1,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
4000,4,20000,493,Deepseek-Reasoner,0.2,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
4000,4,20000,493,Deepseek-Reasoner,0.2,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
4000,4,20000,493,Deepseek-Reasoner,0.2,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
2000,4,20000,493,Deepseek-Reasoner,0.1,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
8000,4,20000,493,Deepseek-Reasoner,0.4,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
8000,4,20000,493,Deepseek-Reasoner,0.4,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
10000,4,20000,493,Deepseek-Reasoner,0.5,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
10000,4,20000,493,Deepseek-Reasoner,0.5,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
10000,4,20000,493,Deepseek-Reasoner,0.5,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
10000,4,20000,493,Deepseek-Reasoner,0.5,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
10000,4,20000,493,Deepseek-Reasoner,0.5,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
5000,4,20000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
1000,4,20000,493,Deepseek-Reasoner,0.05,1,February,2,1
10000,4,20000,493,Deepseek-Reasoner,0.5,1,February,2,1
1,4,20000,493,Deepseek-Reasoner,5e-05,1,February,2,1
4000,4,20000,493,Deepseek-Reasoner,0.2,1,February,2,1
4000,4,20000,493,Deepseek-Reasoner,0.2,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
40000,5,200000,493,Deepseek-Reasoner,0.2,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
100000,5,200000,493,Deepseek-Reasoner,0.5,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
100000,5,200000,493,Deepseek-Reasoner,0.5,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
100000,5,200000,493,Deepseek-Reasoner,0.5,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
100000,5,200000,493,Deepseek-Reasoner,0.5,1,February,2,1
100000,5,200000,493,Deepseek-Reasoner,0.5,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
100000,5,200000,493,Deepseek-Reasoner,0.5,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
20000,5,200000,493,Deepseek-Reasoner,0.1,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
100000,5,200000,493,Deepseek-Reasoner,0.5,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
100000,5,200000,493,Deepseek-Reasoner,0.5,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
20000,5,200000,493,Deepseek-Reasoner,0.1,1,February,2,1
20000,5,200000,493,Deepseek-Reasoner,0.1,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
20000,5,200000,493,Deepseek-Reasoner,0.1,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
20000,5,200000,493,Deepseek-Reasoner,0.1,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
40000,5,200000,493,Deepseek-Reasoner,0.2,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
20000,5,200000,493,Deepseek-Reasoner,0.1,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
20000,5,200000,493,Deepseek-Reasoner,0.1,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
20000,5,200000,493,Deepseek-Reasoner,0.1,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
50000,5,200000,493,Deepseek-Reasoner,0.25,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
20000,5,200000,493,Deepseek-Reasoner,0.1,1,February,2,1
100000,5,200000,493,Deepseek-Reasoner,0.5,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
40000,5,200000,493,Deepseek-Reasoner,0.2,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
20000,5,200000,493,Deepseek-Reasoner,0.1,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
1,5,200000,493,Deepseek-Reasoner,5e-06,1,February,2,1
10000,5,200000,493,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
8,6,20,0,Deepseek-Reasoner,0.4,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
2,6,20,0,Deepseek-Reasoner,0.1,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
5,6,20,0,Deepseek-Reasoner,0.25,1,February,2,1
1,6,20,0,Deepseek-Reasoner,0.05,1,February,2,1
